model,domain,concept,run,job_done,n_eval,locus,arm,alphas_admissible,alphas_monotone,alpha_used,degraded_at_every_alpha,baseline_p_yes,concept_effect,concept_slope,n_random,rand_mean,rand_sd,rand_p95_abs,sham_effect,beats_sham,n_unrelated,unrel_mean,unrel_max_abs,beats_all_unrelated,rand_rank,n_random_expected,full_random_band,sign_as_expected,selective,effect_size_z,dead_locus,alpha_extreme,concept_effect_extreme,rand_mean_extreme
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,connector,pos,0.25|0.5,0.25|0.5,0.5,False,0.35206304511909065,0.006848782291247801,0.01369756458249579,16,-0.015195662346589738,0.062405656322546244,0.10565875688856372,0.0330253740927825,False,5,0.0011823674945238172,0.05254546860426973,False,0,16,True,True,False,0.3532443361207501,False,1.0,-0.005276273916630714,-0.037982207102838124
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L0.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.35206304511909065,-0.03302110023893573,0.0660422004778715,16,-0.016030076456445407,0.03156271856535922,0.07064895606041928,0.026868618869533123,True,5,-0.007288550013133032,0.054410504866003406,False,11,16,True,True,False,-0.538325738554674,False,-1.0,-0.09593727251922246,-0.04271243249543963
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L0.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.35206304511909065,-0.05426147426866618,-0.05688945519671379,16,0.006526396040802239,0.08488847334791241,0.1434573562037258,0.024834075282948676,True,5,0.003120945827686217,0.11604090785840526,False,7,16,True,False,False,-0.7160909828161413,False,1.0,-0.05426147426866618,0.006526396040802239
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L14.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.35206304511909065,0.013434126158244908,-0.026868252316489528,16,0.016443145160451405,0.04150873490056163,0.08325476888179155,-0.041012260528077604,False,5,0.044703102047787956,0.10230416371875128,False,4,16,True,False,False,-0.07249122406199336,False,-1.0,0.033019245020113885,0.07098238338043453
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L14.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.35206304511909065,0.046459531353320926,0.0929190627066422,16,0.007547329780815421,0.050079776074797,0.08108115306337518,0.06149437484176207,False,5,0.013181512075728563,0.10543645540989621,False,10,16,True,True,False,0.7770043043800339,False,1.0,0.4339725990818503,0.08377693853981324
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L14.vis,neg,-0.25,-0.25,-0.25,False,0.35206304511909065,-0.046431960246991366,0.18572784098796555,16,-0.01788223598396146,0.02951668256635898,0.05850004172316406,0.054422091401647776,False,5,-0.013668347152027615,0.03213816831703298,True,14,16,True,True,False,-0.9672402784034021,False,-1.0,-0.1512749373408345,-0.1384377420913173
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L14.vis,pos,0.25,0.25,0.25,False,0.35206304511909065,0.041274756581212046,0.16509902632484816,16,-0.006506695419981674,0.032051173209882364,0.05622560050202691,-0.060603199133765884,False,5,-0.00906275321613068,0.04317220412970835,False,12,16,True,True,False,1.4907863649266113,False,1.0,0.176370249770116,-0.10497270745228587
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L21.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.35206304511909065,0.01654541667085141,-0.03309083334170244,16,0.011751273777917941,0.026508696915342383,0.04005374049544719,0.08172264293534681,False,5,0.024759633623762045,0.06490039126947522,False,6,16,True,False,False,0.18085169966082987,False,-1.0,0.03609915785879514,0.05921398866424472
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L21.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.35206304511909065,-0.02829965765219339,-0.056599315304386735,16,0.0111605585076783,0.03449125970166893,0.05863960866554409,-0.0515804159610222,False,5,-0.012567265409355387,0.06807938063866459,False,7,16,True,False,False,-1.1440642209412355,False,1.0,-0.02816439128461451,0.05275767415453931
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L21.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.35206304511909065,0.001996194599390322,-0.0026514150728912922,16,0.004888727215681364,0.0071184301264627945,0.014976909418085896,-0.004189621307887137,False,5,0.004622430319432147,0.019545362195155236,False,3,16,True,False,False,-0.40634417489581587,False,-1.0,0.001996194599390322,0.004888727215681364
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L21.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.35206304511909065,-0.0035825200320687145,-0.003711903996632638,16,0.0023033133181039715,0.007119125436549831,0.012831463879895963,0.005723058362491429,False,5,0.008693504589609791,0.016893636299452397,False,8,16,True,False,False,-0.8267635403577269,False,1.0,-0.0035825200320687145,0.0023033133181039715
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L26.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.35206304511909065,-0.018007594432371377,0.01869981532107076,16,0.0003417356935339205,0.006024832838312732,0.01038696444326584,0.009356882539577782,True,5,0.0026919348145990176,0.014583258860511705,True,16,16,True,True,True,-3.0456164707540783,False,-1.0,-0.018007594432371377,0.0003417356935339205
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L26.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.35206304511909065,-0.007015690673142672,-0.007313309210751827,16,-0.003350731858821159,0.004994643794034538,0.009756676252436619,-0.010363547485515823,False,5,-0.0020710071063755886,0.009035634056393405,False,11,16,True,False,False,-0.7337778158872583,False,1.0,-0.007015690673142672,-0.003350731858821159
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L27.ans,neg,-0.25,-0.25,-0.25,True,0.35206304511909065,-0.016260030126431957,0.06504012050572781,16,0.025575236592279275,0.07498309033967401,0.14284218071649468,-0.05449161125094787,False,5,0.030807066829098995,0.19466933672083536,False,2,16,True,True,False,-0.557929348193001,False,-1.0,-0.0432019836540955,0.1169004700498893
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L27.ans,pos,0.25,0.25,0.25,False,0.35206304511909065,0.019770299026276916,0.07908119610510778,16,-0.015388953579986276,0.0692808880009182,0.11680332800763912,0.060527252974376666,False,5,-0.016643813925232603,0.14910812669404552,False,2,16,True,True,False,0.5074884808895236,False,1.0,0.08881635973618052,-0.010840689917624043
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L27.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.35206304511909065,0.0,8.312322968279083e-17,16,0.0,0.0,0.0,0.0,False,5,0.0,0.0,False,0,16,True,False,False,nan,True,-1.0,0.0,0.0
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L27.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.35206304511909065,0.0,-1.9989753745360958e-16,16,0.0,0.0,0.0,0.0,False,5,0.0,0.0,False,0,16,True,False,False,nan,True,1.0,0.0,0.0
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L7.ans,neg,-0.25|-0.5,-0.25,-0.25,False,0.35206304511909065,-0.0076172836027884605,0.030469134411153957,16,0.004205641265798452,0.008503133077231157,0.016510243947171432,0.0038029518036637455,True,5,0.0022872800414915906,0.008054033057608934,False,9,16,True,True,False,-1.3904198324550705,False,-1.0,0.046476177987642586,0.030049188414826237
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L7.ans,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.35206304511909065,0.050413343492740126,0.050312020058654754,16,0.01856094391056708,0.031579500336516506,0.05907445191890774,0.0023465831764042377,True,5,0.015464072951969377,0.07047175208572298,False,14,16,True,True,False,1.0086416581246849,False,1.0,0.050413343492740126,0.01856094391056708
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L7.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.35206304511909065,-0.013236143859103322,0.02647228771820669,16,0.014765242372050109,0.09731736700148104,0.17178908739879256,0.05721863417420536,False,5,0.10162134499211484,0.202579600988732,False,0,16,True,True,False,-0.2877326739710014,False,-1.0,-0.13535742533470815,-0.05727677066405099
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,llm.L7.vis,pos,0.25|0.5,0.25|0.5,0.5,False,0.35206304511909065,-0.06987928446809144,-0.13975856893618283,16,0.006962317977619606,0.09672351911771643,0.1896983832642339,-0.051771685403461276,True,5,-0.06159407101610367,0.12312023222815091,False,11,16,True,False,False,-0.7944458922363207,False,1.0,-0.07757971488172188,-0.04882793413798937
internvl3_8b,general,Effusion,int_internvl3_8b_effusion,True,96,vis.last,neg,-0.25|-0.5,-0.25,-0.25,False,0.35206304511909065,0.003498949420948805,-0.013995797683794975,16,-0.002942462975321799,0.03214295152165784,0.056904797667812076,-0.025162009279786957,False,5,-0.017341183176419396,0.03531299898168072,False,2,16,True,False,False,0.2003989083557058,False,-1.0,-0.01974546433969715,-0.04716327648369165
