pair,concept,kind,locus_a,locus_b,sel_a,sel_a_lo,sel_a_hi,sel_b,sel_b_lo,sel_b_hi,gap,width_a,width_b,gap_gt_widths,intervals_disjoint,gap_lo,gap_hi,paired_excludes_zero,gap_p_boot,sel_a_positive,sel_b_positive,stored_peak_a,stored_peak_b,own_peak_matches_stored,gap_bh_sig,bh_family
lingshu7b_vs_qwen7b,Consolidation,common,llm.L23.vis,llm.L23.vis,0.05262959973612191,0.011546713732084716,0.09133072476918032,0.04441107189633431,0.0020890687406414504,0.08658760508461252,0.008218527839787604,0.0797840110370956,0.08449853634397107,False,False,-0.02454240038059652,0.043485067971050714,False,0.63968015992004,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,llm.L25.ans,llm.L25.ans,0.08298796493615279,0.03910537314457792,0.12208076345700525,0.08872436472151357,0.04270179438590451,0.12955588156954137,-0.0057363997853607795,0.08297539031242733,0.08685408718363685,False,False,-0.042764305137097836,0.03123735776171088,False,0.7556221889055472,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,llm.L27.ans,llm.L27.ans,0.10056748980734076,0.058761001048903826,0.1413423209860455,0.10349507747840514,0.05828972067362893,0.14442731561710884,-0.00292758767106438,0.08258131993714166,0.08613759494347992,False,False,-0.04249603860080242,0.0368686160072684,False,0.8685657171414293,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,llm.L27.vis,llm.L27.vis,0.0642070866197536,0.022841391324295798,0.10109478904479169,0.06865426766587768,0.027452302857203643,0.10785797142455661,-0.004447181046124071,0.07825339772049589,0.08040566856735297,False,False,-0.038710706029087306,0.030193558428436514,False,0.8065967016491754,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,llm.L3.vis,llm.L3.vis,0.04525930353392682,-0.002495304165156287,0.08731402981857234,0.03950964732673712,-0.006603216414726018,0.0844801413060842,0.005749656207189702,0.08980933398372862,0.0910833577208102,False,False,-0.03133568717166781,0.04298986364156006,False,0.7636181909045477,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,llm.L8.ans,llm.L8.ans,0.0701246524263901,0.0226080367132116,0.11352477810146172,0.05050037697229259,0.0029203249337311976,0.09665090330922732,0.019624275454097506,0.09091674138825012,0.09373057837549613,False,False,-0.014972914382815361,0.05549359126016496,False,0.2768615692153923,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,vis.block20,vis.block20,0.023626483228448958,-0.017882757455251367,0.06348439853633786,0.045929943543495444,-0.0011798493055100354,0.09050754160152029,-0.022303460315046486,0.08136715599158922,0.09168739090703032,False,False,-0.049194154981523755,0.0058481600601225855,False,0.12293853073463268,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,vis.block24,vis.block24,0.04182083611775922,-0.0023267347709836875,0.08473713702459457,0.04609536979942619,-0.00036796833829767203,0.0901519921550772,-0.00427453368166697,0.08706387179557826,0.09051996049337488,False,False,-0.030545838363468646,0.021542441751807903,False,0.769615192403798,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,vis.block4,vis.block4,0.07737501318732032,0.03150038627382445,0.11886415322441149,0.07127019972624493,0.02132305378988546,0.11434331401416227,0.006104813461075387,0.08736376695058704,0.09302026022427681,False,False,-0.01220707716420293,0.02660646950826048,False,0.55872063968016,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,vis.block8,vis.block8,0.053956682523538246,0.009257011505525492,0.09625098498482607,0.05407014544951683,0.009246930611961132,0.09563015673008263,-0.00011346292597858021,0.08699397347930057,0.08638322611812149,False,False,-0.0231215201318264,0.023447161819785817,False,0.9485257371314343,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Consolidation,common,vis.last,vis.last,0.06373350999298166,0.017216761487314956,0.10660993283887642,0.07219131647786303,0.029067925764764933,0.11354800812456997,-0.00845780648488137,0.08939317135156147,0.08448008235980503,False,False,-0.03402334917336702,0.01775124398991464,False,0.5167416291854073,True,True,llm.L21.ans,llm.L22.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,own_peak,llm.L27.ans,vis.block20,0.23111430305882597,0.1869300635600263,0.27076857768373735,0.14291603098862493,0.0956711934480993,0.18444870515393919,0.08819827207020103,0.08383851412371104,0.08877751170583989,False,True,0.0536793664097786,0.12793895974755287,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,False,True,lingshu7b_vs_qwen7b:own_peak(n=9)
lingshu7b_vs_qwen7b,Cardiomegaly,common,connector,connector,0.17805516270957467,0.12480109860247522,0.2209153945636055,0.10918793536660798,0.05886442963011343,0.15493929316012545,0.06886722734296669,0.09611429596113029,0.09607486353001202,False,False,0.0282212108373642,0.11370451673865316,True,0.0029985007496251873,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L10.ans,llm.L10.ans,0.16070766314936447,0.1075029841353283,0.2062554658382179,0.05218677872850086,-0.0021320173722666896,0.10324199617041897,0.1085208844208636,0.09875248170288961,0.10537401354268566,True,True,0.0598873695358634,0.1512611959129572,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L16.ans,llm.L16.ans,0.21607345893465357,0.16880564526258537,0.2578969374189447,0.05676372230182025,9.752960671642128e-06,0.10380110936847188,0.15930973663283332,0.08909129215635933,0.10379135640780024,True,True,0.11158657632768154,0.20908664427697657,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L18.ans,llm.L18.ans,0.22277622925729335,0.17378425043214407,0.26626043890906764,0.047126583102519715,-0.016965595759173162,0.10091801709611338,0.17564964615477363,0.09247618847692357,0.11788361285528653,True,True,0.12391342334449292,0.2310570441186428,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L20.vis,llm.L20.vis,0.2174775379162054,0.17160616727795674,0.2564370426765095,0.10696096255647303,0.057205734695622915,0.14944223437317355,0.11051657535973236,0.08483087539855277,0.09223649967755064,True,True,0.07280178926885128,0.15003674030303954,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L21.ans,llm.L21.ans,0.22898917544267694,0.18476510640780147,0.27022151459520743,0.07810182425930545,0.01421456010860006,0.12938095121128573,0.1508873511833715,0.08545640818740596,0.11516639110268567,True,True,0.10081828832626342,0.2104439303278923,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L22.ans,llm.L22.ans,0.23094590561686523,0.18781329789134352,0.2707072156935799,0.07133962069562072,0.010057315637007777,0.1223488315005559,0.1596062849212445,0.0828939178022364,0.11229151586354812,True,True,0.11372654307633638,0.21284795366227627,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L23.vis,llm.L23.vis,0.22212076635979938,0.18045665445912612,0.260185049374741,0.10963632294903747,0.04778659699937908,0.16178704737373875,0.11248444341076191,0.0797283949156149,0.11400045037435967,False,True,0.06898911073803901,0.15764143094420432,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L25.ans,llm.L25.ans,0.23038367504791357,0.1861233150839574,0.2702333070622537,0.06377191491735745,-0.0007107485360684361,0.12005164641709877,0.16661176013055612,0.08410999197829627,0.12076239495316721,True,True,0.11586107891052962,0.223867780715227,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L27.ans,llm.L27.ans,0.23111430305882597,0.1869300635600263,0.27076857768373735,0.056084121876855964,0.0027564189611516605,0.11060943196967601,0.17503018118197,0.08383851412371104,0.10785301300852436,True,True,0.1190869165584445,0.22213616743683814,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L27.vis,llm.L27.vis,0.22330651698258064,0.18005110137197966,0.2611295980495691,0.10204092599310677,0.05504732681670732,0.14637240443019597,0.12126559098947387,0.08107849667758943,0.09132507761348865,True,True,0.07419012896716595,0.16378366202116007,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L3.vis,llm.L3.vis,0.1607563846821809,0.10823752523603065,0.20338768238328542,0.08833829337538845,0.037547243357697664,0.13535117056305287,0.07241809130679244,0.09515015714725476,0.09780392720535522,False,False,0.030270998924970628,0.11482732612639664,True,0.001999000499750125,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,llm.L8.ans,llm.L8.ans,0.1545521225481199,0.1006922218012602,0.20065059527843268,0.03140123749794077,-0.022195755019382497,0.08354943508413042,0.12315088505017913,0.09995837347717249,0.10574519010351291,True,True,0.07061613444238901,0.17226104401051995,True,0.0009995002498750624,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,vis.block20,vis.block20,0.1694739754480843,0.11518530736846283,0.21668527685420716,0.14291603098862493,0.0956711934480993,0.18444870515393919,0.02655794445945936,0.10149996948574433,0.08877751170583989,False,False,-0.004208597354590893,0.05770029090344905,False,0.09295352323838081,True,True,llm.L21.ans,vis.block8,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,vis.block24,vis.block24,0.15496422656223774,0.1037249526668399,0.19753002208199588,0.1349100337885889,0.08722094044904005,0.17817665262855337,0.020054192773648838,0.09380506941515598,0.09095571217951331,False,False,-0.008700855076313019,0.05138737764209508,False,0.18490754622688654,True,True,llm.L21.ans,vis.block8,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,vis.block4,vis.block4,0.10873021215005207,0.04609891384993963,0.15787776250563826,0.10711140918135265,0.049625189826436315,0.1551622837883541,0.0016188029686994287,0.11177884865569862,0.10553709396191777,False,False,-0.03154732100665569,0.0330183496698737,False,0.9845077461269365,True,True,llm.L21.ans,vis.block8,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,vis.block8,vis.block8,0.14915484735160356,0.10355161429600356,0.19109178935522309,0.14262807573748504,0.09723481443208071,0.18508928440701525,0.006526771614118521,0.08754017505921953,0.08785446997493454,False,False,-0.019416849687695505,0.03020855076611037,False,0.6326836581709145,True,True,llm.L21.ans,vis.block8,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Cardiomegaly,common,vis.last,vis.last,0.1748619066146685,0.12442314377787667,0.2172090296737377,0.11411169613452343,0.06544483748228991,0.160237635727701,0.06075021048014506,0.09278588589586104,0.09479279824541109,False,False,0.024279515817761423,0.0962950725108385,True,0.001999000499750125,True,True,llm.L21.ans,vis.block8,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,own_peak,llm.L21.ans,llm.L22.ans,0.06590560672357215,0.030977889357463997,0.09803325126951412,0.059293051410294395,0.023645273742061206,0.0936355064158079,0.006612555313277757,0.06705536191205012,0.06999023267374668,False,False,-0.023216296266764403,0.03658603578805923,False,0.6296851574212894,True,True,llm.L10.ans,llm.L25.ans,False,False,lingshu7b_vs_qwen7b:own_peak(n=9)
lingshu7b_vs_qwen7b,Infiltration,common,connector,connector,0.022168567273189166,-0.012576708145406363,0.05350547001164973,-0.005285281407920728,-0.04259686996866861,0.029393290502800224,0.027453848681109894,0.0660821781570561,0.07199016047146883,False,False,0.0034624172374606134,0.051443399675190446,True,0.025987006496751622,True,False,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L10.ans,llm.L10.ans,0.05644622932440191,0.021026739421269737,0.09090673303575993,0.019290110910487157,-0.012907885533804522,0.050401258969064944,0.03715611841391475,0.06987999361449018,0.06330914450286947,False,False,0.005515280971303582,0.06726508326828476,True,0.021989005497251374,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L16.ans,llm.L16.ans,0.06017448222859678,0.024988702869578945,0.0938268085461876,0.03128715556489692,-0.00044419718133247845,0.06146995548697713,0.028887326663699864,0.06883810567660867,0.06191415266830961,False,False,-0.00047333315014839165,0.055786263942718434,False,0.0559720139930035,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L18.ans,llm.L18.ans,0.0415637244167556,0.004763570373145107,0.07460861016196055,0.049181973469437534,0.014236930807161485,0.08189105295045217,-0.007618249052681936,0.06984503978881544,0.06765412214329068,False,False,-0.0360326555557549,0.02129504848271608,False,0.6316841579210395,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L20.vis,llm.L20.vis,0.03325172138982013,-0.0036568381414323974,0.06679461108560851,0.02116048282433247,-0.01450133933798263,0.055104592705330725,0.01209123856548766,0.07045144922704091,0.06960593204331336,False,False,-0.01612428524531424,0.03890969222411508,False,0.41379310344827586,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L21.ans,llm.L21.ans,0.06590560672357215,0.030977889357463997,0.09803325126951412,0.05484410184209021,0.018887325386477496,0.08929272386971486,0.011061504881481943,0.06705536191205012,0.07040539848323736,False,False,-0.01775400238111615,0.04174393033608792,False,0.45377311344327836,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L22.ans,llm.L22.ans,0.05361798850669319,0.021809116539611657,0.08452369021205919,0.059293051410294395,0.023645273742061206,0.0936355064158079,-0.005675062903601202,0.06271457367244754,0.06999023267374668,False,False,-0.03199296528473496,0.02156084920279679,False,0.6906546726636682,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L23.vis,llm.L23.vis,0.0275510022783495,-0.006886110842760881,0.06015548297467709,0.01318069713620218,-0.021527223665718343,0.04567504144322483,0.014370305142147322,0.06704159381743797,0.06720226510894317,False,False,-0.013283074088394641,0.04162879465147853,False,0.3188405797101449,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L25.ans,llm.L25.ans,0.061124815202008076,0.025014506850774124,0.09287009842001576,0.05747265027821369,0.022715620925806014,0.09010497626407912,0.0036521649237943876,0.06785559156924163,0.06738935533827312,False,False,-0.024076141975820066,0.032422658987343304,False,0.8065967016491754,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L27.ans,llm.L27.ans,0.05981249534195665,0.02403838387426676,0.09441899416189668,0.05357287937841093,0.02042667004861789,0.08575605184169907,0.006239615963545719,0.07038061028762993,0.06532938179308118,False,False,-0.02285041371360421,0.03601385233923792,False,0.7006496751624188,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L27.vis,llm.L27.vis,0.04288894795064446,0.006171414353138247,0.07654018257932164,0.019885859147470764,-0.01602266942888875,0.053010173303691066,0.0230030888031737,0.0703687682261834,0.06903284273257981,False,False,-0.005549770756624639,0.05086902258917689,False,0.10094952523738131,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L3.vis,llm.L3.vis,0.02484417689976648,-0.009545589073594273,0.05600483354919886,0.012740176911751444,-0.022170786517662643,0.04650234629957342,0.012103999988015035,0.06555042262279313,0.06867313281723607,False,False,-0.009707652032375336,0.03420813027769327,False,0.2898550724637681,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,llm.L8.ans,llm.L8.ans,0.04173269793407597,0.007630193744420674,0.07343386588975546,0.011457563220711675,-0.019962922194425706,0.04100975168566876,0.030275134713364293,0.0658036721453348,0.06097267388009447,False,False,0.0035508012399077414,0.0552690917626023,True,0.028985507246376812,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,vis.block20,vis.block20,0.006407295048455386,-0.03024954343986732,0.03999910727789317,-0.0012285879865261418,-0.034817048066703625,0.031888911719048486,0.007635883034981528,0.07024865071776049,0.06670595978575211,False,False,-0.01124472008086741,0.02724972083233296,False,0.42278860569715143,True,False,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,vis.block24,vis.block24,0.0007501089165783403,-0.031993991342449395,0.03188660455632637,0.004009472381946377,-0.03064068147995752,0.03839579716101609,-0.003259363465368037,0.06388059589877576,0.06903647864097362,False,False,-0.021748463902622462,0.015656869858503335,False,0.7176411794102948,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,vis.block4,vis.block4,0.023022481539445083,-0.014716989628612356,0.058392049454935716,0.013792315092265195,-0.023509659067801517,0.04930470481179645,0.009230166447179888,0.07310903908354807,0.07281436387959797,False,False,-0.005093360762111842,0.024569066194817402,False,0.23288355822088955,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,vis.block8,vis.block8,0.008767667338168361,-0.031412652118463724,0.04623941938352023,0.008188572270178773,-0.03033425293001445,0.04630727150569647,0.0005790950679895879,0.07765207150198396,0.07664152443571091,False,False,-0.019552721083164214,0.020202538976445788,False,0.9945027486256871,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Infiltration,common,vis.last,vis.last,0.011423392876278804,-0.0224844590211027,0.04287774475771835,0.015570590612121404,-0.019067590946826127,0.04850771813685672,-0.0041471977358426,0.06536220377882104,0.06757530908368284,False,False,-0.0228883124422282,0.013869435898959616,False,0.6486756621689156,True,True,llm.L10.ans,llm.L25.ans,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,own_peak,llm.L27.vis,llm.L22.ans,0.14359742197731196,0.0977844655240279,0.18646875781130115,0.04159147320072576,-0.002652238243320093,0.08592068093059983,0.1020059487765862,0.08868429228727324,0.08857291917391992,True,True,0.05568614928051829,0.14822010286152362,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,False,True,lingshu7b_vs_qwen7b:own_peak(n=9)
lingshu7b_vs_qwen7b,Mass,common,connector,connector,0.04943168752953886,0.0025105199140457893,0.09606635477456332,0.029763373273967053,-0.01733742316812566,0.07781949857747972,0.019668314255571806,0.09355583486051754,0.09515692174560537,False,False,-0.02201990564353764,0.058163973409682476,False,0.36081959020489757,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L10.ans,llm.L10.ans,0.007748633687684858,-0.03872593036600036,0.05420155499949099,0.005084475817510592,-0.038684757601676785,0.0511631701984837,0.0026641578701742663,0.09292748536549135,0.08984792780016049,False,False,-0.03543367581441999,0.04028670620173215,False,0.9215392303848076,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L16.ans,llm.L16.ans,0.13269967712395803,0.08747859721589762,0.17722736317775692,0.032157359971010435,-0.01587412312661979,0.08365231534273578,0.10054231715294759,0.0897487659618593,0.09952643846935556,True,True,0.05489252805709839,0.14138840213418005,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L18.ans,llm.L18.ans,0.1233304218103235,0.08206110845343999,0.16445724205185488,0.02938734852082492,-0.015786321449547544,0.07337293487933852,0.09394307328949858,0.0823961335984149,0.08915925632888606,True,True,0.048947253916412595,0.1358156383037567,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L20.vis,llm.L20.vis,0.13062459218139122,0.0831610724436397,0.17680568958288734,-0.002923100267701373,-0.04892652917713186,0.04291755936321604,0.1335476924490926,0.09364461713924764,0.0918440885403479,True,True,0.08241847008466721,0.18066776767373086,True,0.0009995002498750624,True,False,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L21.ans,llm.L21.ans,0.12820638668238626,0.08476654853634263,0.17099803491989063,0.031065872953450202,-0.01964933845839118,0.07815532663438382,0.09714051372893606,0.086231486383548,0.097804665092775,False,True,0.050344837456941606,0.14565721265971654,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L22.ans,llm.L22.ans,0.09933123008496059,0.05496145611483491,0.14307084191105324,0.04159147320072576,-0.002652238243320093,0.08592068093059983,0.05773975688423483,0.08810938579621833,0.08857291917391992,False,False,0.016176360566169022,0.10257119927555318,True,0.012993503248375811,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L23.vis,llm.L23.vis,0.12697536319921698,0.08082730562646384,0.17189493128868202,0.001153439821213742,-0.04921036303152016,0.048357264284525095,0.12582192337800324,0.09106762566221818,0.09756762731604526,True,True,0.07561381533741951,0.1754311203956604,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L25.ans,llm.L25.ans,0.13525673158426055,0.08666141665176656,0.18008860654718886,0.019938268373815293,-0.025575302169561616,0.06615896959891769,0.11531846321044525,0.0934271898954223,0.09173427176847931,True,True,0.06525855343788863,0.16226595006883143,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L27.ans,llm.L27.ans,0.12205636329426794,0.07407198309037513,0.16701811140057382,0.00104676960822625,-0.0457360780176108,0.04748790810792583,0.1210095936860417,0.09294612831019869,0.09322398612553663,True,True,0.07413353603333235,0.16910054609179495,True,0.0009995002498750624,True,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L27.vis,llm.L27.vis,0.14359742197731196,0.0977844655240279,0.18646875781130115,-0.0007067471869801611,-0.04582429173607209,0.04560328645031906,0.14430416916429212,0.08868429228727324,0.09142757818639115,True,True,0.09570560269057751,0.18761884458363054,True,0.0009995002498750624,True,False,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L3.vis,llm.L3.vis,0.04182933560873825,-0.004645175411696398,0.08759586317758959,0.011242561177136845,-0.03439238733298306,0.06021559768966003,0.030586774431601405,0.09224103858928599,0.09460798502264309,False,False,-0.014508656971156598,0.0710211012512445,False,0.17791104447776113,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,llm.L8.ans,llm.L8.ans,0.02937565182411961,-0.012818955577217054,0.07206067781609377,0.014504234436246488,-0.02979898116452036,0.06146169211124768,0.01487141738787312,0.08487963339331082,0.09126067327576805,False,False,-0.023455538833513857,0.05321986638009546,False,0.46276861569215394,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,vis.block20,vis.block20,0.0176028777469448,-0.029692730261825347,0.0654334346448498,0.02701765906010256,-0.023059275457201378,0.08145490105069862,-0.00941478131315776,0.09512616490667514,0.1045141765079,False,False,-0.041008271463215354,0.01950207389891147,False,0.49775112443778113,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,vis.block24,vis.block24,0.020441525830418472,-0.026222610146920077,0.06592640042795676,0.014816641433951117,-0.035870751660229946,0.0643513771984556,0.005624884396467356,0.09214901057487684,0.10022212885868555,False,False,-0.042213439010083675,0.05252266731113194,False,0.8615692153923038,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,vis.block4,vis.block4,-0.017657174011173726,-0.07490063311631759,0.038800233608585886,-0.012011717841343916,-0.07160061811635628,0.04955015644344648,-0.00564545616982981,0.11370086672490348,0.12115077455980275,False,False,-0.0324575163424015,0.019378819083794938,False,0.688655672163918,False,False,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,vis.block8,vis.block8,-0.004207117104219504,-0.06643569499740823,0.05491095263557042,0.030151038028352506,-0.034102003147375944,0.09113295599478764,-0.03435815513257201,0.12134664763297864,0.1252349591421636,False,False,-0.06156029282137752,-0.007357474300079053,True,0.013993003498250875,False,True,llm.L25.ans,vis.last,,True,lingshu7b_vs_qwen7b:common(n=162)
lingshu7b_vs_qwen7b,Mass,common,vis.last,vis.last,0.058827445884648166,0.007319060783125967,0.10851974091806536,0.03746011674047767,-0.008838994374001494,0.08709720305821395,0.0213673291441705,0.1012006801349394,0.09593619743221544,False,False,-0.01827040808275342,0.05660964613780371,False,0.28285857071464265,True,True,llm.L25.ans,vis.last,,False,lingshu7b_vs_qwen7b:common(n=162)
