concept,locus,dim,real,perm,control,selectivity,n_types,nuis_view_AP,nuis_sex_M
Effusion,vis.block0,1024,0.6413707270545522,0.48469370173225446,0.6789009817233118,-0.03753025466875959,39,0.9831974024464653,0.7238707044392556
Effusion,vis.block12,1024,0.6340552598381588,0.4604027568382511,0.6821522559731572,-0.048096996134998404,39,0.9914151436789957,0.7347565363055405
Effusion,vis.block16,1024,0.6404024491554106,0.4674102335312759,0.6858964534267902,-0.04549400427137962,39,0.9914070081645698,0.740234433880431
Effusion,vis.block20,1024,0.6332752838374205,0.4738331128272976,0.6858364552750744,-0.05256117143765393,39,0.9924015748031496,0.7323179177106648
Effusion,vis.block4,1024,0.6435765053382972,0.4975742284852774,0.6844277782911901,-0.040851272952892814,39,0.988861318534445,0.7296193542332052
Effusion,vis.block8,1024,0.6357229008338205,0.48807575151533794,0.6810230964448962,-0.04530019561107568,39,0.9901083766743178,0.7308886474618401
Effusion,vis.last,1024,0.6336537337312698,0.47426848404664473,0.6760220656709627,-0.042368331939692916,39,0.9929879129499957,0.7309371382741822
Effusion,connector,4096,0.6471443955570598,0.4520882434386634,0.702896261489575,-0.05575186593251513,39,0.9951157858035273,0.7672971420283096
Effusion,llm.L0.ans,4096,0.6705704439863388,0.48685825051536874,0.726867087032864,-0.05629664304652515,39,0.9953286166719935,0.823318677068254
Effusion,llm.L0.vis,4096,0.6499098489277253,0.47619273253130673,0.7115571795181664,-0.06164733059044114,39,0.9974399279425865,0.8117748774931529
Effusion,llm.L1.ans,4096,0.673661425802283,0.4799160025845358,0.7348697315011623,-0.06120830569887925,39,0.9966353836766715,0.8278675703116779
Effusion,llm.L1.vis,4096,0.6421651641487953,0.4964308790498754,0.7088345145765652,-0.06666935042776989,39,0.9966532527529999,0.8050724802552807
Effusion,llm.L2.ans,4096,0.6616036429648318,0.4906147503153749,0.7209201612272607,-0.0593165182624289,39,0.9958089025772148,0.8222732094660892
Effusion,llm.L2.vis,4096,0.6337903449124642,0.4874671548567736,0.7248506088674993,-0.09106026395503508,39,0.9962100124938258,0.8127277717263015
