run_id,model_key,dataset_id,module,locus_id,fit_seed,template_id,concept,expected_rows,actual_unique_rows,failed_rows,execution_status,baseline_module,baseline_fit_seed,reason
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ,vis.last,0,IY,backpack,76200,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ,vis.last,0,IY,traffic light,76200,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ,vis.last,0,IY,knife,76200,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ,vis.last,0,IY,cell phone,76200,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,handbag,400,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,book,400,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,backpack,400,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,traffic light,400,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,knife,400,0,0,NOT_STARTED,,,
cf-transfer-v1:lingshu-32:coco:mayo,lingshu-32,coco,FGOBJ_CALIBRATION,vis.last,0,IY,cell phone,400,0,0,NOT_STARTED,,,
