concept,locus,dim,real,perm,control,selectivity,n_types,nuis_view_AP,nuis_sex_M
Effusion,vis.block0,1024,0.7044647856989015,0.5352555305990585,0.6533478069329793,0.05111697876592214,39,0.9979584217102013,0.8777528134625283
Effusion,vis.block12,1024,0.8038494200178457,0.5214454939848006,0.7336238795898145,0.0702255404280312,39,0.9989140541011707,0.9879380170812797
Effusion,vis.block16,1024,0.7858558198209287,0.547009938155749,0.7255715268965703,0.06028429292435833,39,0.9983599674579423,0.984966710559621
Effusion,vis.block20,1024,0.7863151903018368,0.5245257069013262,0.7319165011366643,0.05439868916517254,39,0.9982215184356568,0.9835165366468248
Effusion,vis.block4,1024,0.7501436878865265,0.5299787698840035,0.6971889698727922,0.0529547180137343,39,0.9991215097190341,0.9583697132927395
Effusion,vis.block8,1024,0.7988314205716748,0.5239891080274454,0.7280096381058285,0.07082178246584625,39,0.9983319289885813,0.9886025260726992
Effusion,vis.last,1024,0.7765354912156549,0.5301403033752807,0.7262858654566162,0.050249625759038685,39,0.9983004038701805,0.9781462858312976
Effusion,connector,4096,0.7744014030337528,0.5278363742654072,0.7177942323817039,0.0566071706520489,39,0.9985515878780835,0.9766159101057128
Effusion,llm.L0.ans,4096,0.756173040829513,0.5454607550536907,0.7198865241389824,0.036286516690530624,39,0.9982887817067146,0.9723492874268016
Effusion,llm.L0.vis,4096,0.7677705301375343,0.5177173010061229,0.7213199653844257,0.0464505647531086,39,0.998384664555307,0.9786006205686366
Effusion,llm.L1.ans,4096,0.7613196517030246,0.5069164025722286,0.7146842393765609,0.04663541232646373,39,0.9983647616003719,0.9728697459991524
Effusion,llm.L1.vis,4096,0.7746330882126705,0.5315411833482047,0.7198988548163627,0.054734233396307785,39,0.998582531888311,0.9770199054073655
Effusion,llm.L2.ans,4096,0.747217931755946,0.5324903849112335,0.7075310452827313,0.03968688647321472,39,0.9980620042420898,0.9696097698321735
Effusion,llm.L2.vis,4096,0.767266237961909,0.5084295867819453,0.7211146876303127,0.046151550331596236,39,0.9986327977453002,0.9795599138825926
