concept,locus,dim,real,perm,control,selectivity,n_types,nuis_view_AP,nuis_sex_M
Effusion,vis.block0,1024,0.6749327712993447,0.5084886618873264,0.6231817855717623,0.05175098572758241,39,0.9973944562280269,0.8123303177072521
Effusion,vis.block12,1024,0.7977846835481985,0.5656167502538384,0.7288457421050036,0.0689389414431949,39,0.999045529825377,0.9881693794029232
Effusion,vis.block16,1024,0.7971034737392695,0.544783237438848,0.7156407076015263,0.08146276613774317,39,0.9985324113083649,0.984214747463831
Effusion,vis.block20,1024,0.8008932032860528,0.5358512045783207,0.716576157626412,0.08431704565964082,39,0.9990748757881279,0.9835479632436799
Effusion,vis.block4,1024,0.7424153102981448,0.5547598535429679,0.6954556689728769,0.046959641325267865,39,0.9983971583810327,0.9505574310392393
Effusion,vis.block8,1024,0.795106612104243,0.5501030737515769,0.7254012794759238,0.06970533262831924,39,0.9985956068222099,0.9868008293208727
Effusion,vis.last,1024,0.8057595150918433,0.5509162794990923,0.6978235793938687,0.10793593569797455,39,0.9988372025452539,0.9786838086191352
Effusion,connector,3584,0.7912125780745208,0.5420814744161718,0.6868215325014236,0.1043910455730972,39,0.9985447598570474,0.9688623571938466
Effusion,llm.L0.ans,3584,0.7729943694040183,0.5376933017445618,0.6813031340098017,0.09169123539421664,39,0.998359386349769,0.9523868571412318
Effusion,llm.L0.vis,3584,0.7962804221408573,0.5274782314390327,0.6918064890750198,0.10447393306583741,39,0.9984195310457041,0.9677519033710358
Effusion,llm.L1.ans,3584,0.7678480662133473,0.5426236115811821,0.680854185256097,0.08699388095725036,39,0.9980807449806781,0.9509277245153053
Effusion,llm.L1.vis,3584,0.7978256053659887,0.5195049383095904,0.6883334416938316,0.10949216367215708,39,0.998244181654415,0.966480477115465
Effusion,llm.L2.ans,3584,0.7606729023722347,0.5407836681948248,0.6694239275673591,0.0912489748048756,39,0.9984613708341807,0.9425722314021382
Effusion,llm.L2.vis,3584,0.7957527460693516,0.5346823174671548,0.6833846364243725,0.11236810964497912,39,0.9978712554842084,0.9660289864140406
Effusion,llm.L3.ans,3584,0.7638411125811514,0.5257038244977077,0.6678059465252151,0.09603516605593632,39,0.9985069878257838,0.9326718579802227
Effusion,llm.L3.vis,3584,0.7956422879296022,0.524381095966278,0.6902822492052318,0.10536003872437039,39,0.998651683760932,0.963999766789055
Effusion,llm.L4.ans,3584,0.7677456078274515,0.5290406449032338,0.6660289277691338,0.10171668005831769,39,0.9985113461370834,0.9321843902244799
Effusion,llm.L4.vis,3584,0.7829460631980554,0.5401178425279222,0.689988274646782,0.09295778855127335,39,0.9980662172763459,0.9678589813232161
Effusion,llm.L5.ans,3584,0.7667807144395556,0.5277840681825176,0.6639583548186045,0.1028223596209511,39,0.9978551297323996,0.9278341528896826
Effusion,llm.L5.vis,3584,0.7831977477616073,0.5314181102119935,0.6898443700369025,0.09335337772470487,39,0.9981655867739779,0.9648866793889872
Effusion,llm.L6.ans,3584,0.749236023506969,0.5409892003322975,0.6676523735432986,0.0815836499636704,39,0.9979781793880931,0.9343740134750422
Effusion,llm.L6.vis,3584,0.7896338574197717,0.522374696163195,0.6825996767120586,0.10703418070771309,39,0.9983792893047041,0.9627377258520021
Effusion,llm.L7.ans,3584,0.7517667148703118,0.5532703609119719,0.6521496294070963,0.09961708546321546,39,0.9982004532643752,0.9207803750145758
Effusion,llm.L7.vis,3584,0.7948967724070028,0.5463982646687794,0.6858570773604279,0.10903969504657496,39,0.9980298980155156,0.9634003862200771
Effusion,llm.L8.ans,3584,0.7629854466016432,0.5277554536783483,0.6414140932916631,0.12157135330998015,39,0.9980435540575878,0.924284653866609
Effusion,llm.L8.vis,3584,0.7881065197993908,0.546436417341005,0.6892806619107618,0.09882585788862908,39,0.9979719324752302,0.9589851626646342
Effusion,llm.L9.ans,3584,0.742682994369404,0.544646318574813,0.6464045145972801,0.09627847977212389,39,0.9975795391812186,0.9071245943693775
Effusion,llm.L9.vis,3584,0.7958905879819084,0.5493630965201071,0.6912563727182641,0.10463421526364425,39,0.9985565272975564,0.9540908612593961
Effusion,llm.L10.ans,3584,0.7525725362296545,0.5310282760530445,0.6440380053896269,0.10853453084002762,39,0.9979029258796525,0.8991044130905285
Effusion,llm.L10.vis,3584,0.7873566967170242,0.5322365465677978,0.6815994906309272,0.10575720608609707,39,0.9982759973269023,0.9523642470557118
Effusion,llm.L11.ans,3584,0.7422830066767175,0.5354576782252853,0.6363156384376359,0.1059673682390816,39,0.9976999738501322,0.8953928040203292
