concept,locus,dim,real,perm,control,selectivity,n_types,nuis_view_AP,nuis_sex_M
Effusion,vis.block0,1280,0.6393747884680472,0.4907710531983631,0.6257219051120746,0.01365288335597259,39,0.9967672952320075,0.786438641347163
Effusion,vis.block12,1280,0.7738155749053875,0.5443764807236701,0.7321561086175741,0.041659466287813474,39,0.9993629601650347,0.9827611607079374
Effusion,vis.block16,1280,0.7837208085905049,0.5279646780099074,0.7411188296169419,0.04260197897356299,39,0.9993674637533777,0.9853587609104328
Effusion,vis.block20,1280,0.7909267407156704,0.5182782068244054,0.738063904296008,0.052862836419662385,39,0.9989795740477089,0.9849861922056353
Effusion,vis.block24,1280,0.782506999784622,0.5423965416448724,0.7284989418036867,0.05400805798093533,39,0.9991340035447598,0.9817512435547037
Effusion,vis.block28,1280,0.7811571951632258,0.5252223008522815,0.7303568105694083,0.05080038459381753,39,0.9990641252869221,0.9799499734082642
Effusion,vis.block4,1280,0.7250389218793268,0.5036331189809544,0.6847205532214455,0.0403183686578813,39,0.9989275648661998,0.9358138066567505
Effusion,vis.block8,1280,0.7745266299498477,0.5460025845358605,0.7125127790656485,0.062013850884199195,39,0.9988560885608857,0.9805593081029427
Effusion,vis.last,1280,0.7715128765268762,0.5466733331282114,0.7131657444814614,0.05834713204541475,39,0.9987237411744196,0.9672586053416682
Effusion,connector,3584,0.7698166210270454,0.5376302267622535,0.7138642493307805,0.05595237169626488,39,0.9986160908853182,0.9684346141923079
Effusion,llm.L0.ans,3584,0.7356927479154489,0.5026036121965478,0.6798830042910757,0.05580974362437319,39,0.9984097974838015,0.9355299718724848
Effusion,llm.L0.vis,3584,0.7795713978031446,0.5386698870803975,0.7042767273037068,0.07529467049943772,39,0.9985611761629427,0.969569811127575
Effusion,llm.L1.ans,3584,0.738258207439771,0.5248592351004585,0.6733778713663735,0.0648803360733975,39,0.9985013220210942,0.9293045194574717
Effusion,llm.L1.vis,3584,0.764233715885665,0.5338214208793576,0.7152305724573023,0.04900314342836276,39,0.9984260685126536,0.9706459943176162
Effusion,llm.L2.ans,3584,0.7239294175563828,0.5334829697547768,0.6628749366651571,0.06105448089122578,39,0.9983711537902781,0.9262956716617418
Effusion,llm.L2.vis,3584,0.7669573243900187,0.5204519860927356,0.6930926627985705,0.07386466159144822,39,0.9983640352151554,0.9654156700690815
Effusion,llm.L3.ans,3584,0.7249290791052583,0.5276243807882834,0.6630615782818658,0.06186750082339243,39,0.9979835546386959,0.9185116875655905
Effusion,llm.L3.vis,3584,0.7538054213716501,0.5574200793821729,0.7016878455392093,0.05211757583244081,39,0.9983804515210507,0.9628925836075458
Effusion,llm.L4.ans,3584,0.7187425002307621,0.5077708378203748,0.672943355110057,0.045799145120705154,39,0.9982510096754511,0.9125328130643633
Effusion,llm.L4.vis,3584,0.7580646749330789,0.521990092612535,0.6938966790122904,0.06416799592078859,39,0.9979922712612953,0.9605304695787699
Effusion,llm.L5.ans,3584,0.7152059936617334,0.5071785483523583,0.6605814306724479,0.05462456298928553,39,0.9983601127349856,0.9096024606598733
Effusion,llm.L5.vis,3584,0.7577056090581828,0.5452659918156364,0.690753757493689,0.0669518515644939,39,0.9983704274050614,0.9627964551936362
Effusion,llm.L6.ans,3584,0.706685948124673,0.5219642472539305,0.6594726505575708,0.04721329756710224,39,0.9981992910480286,0.9072754704746412
Effusion,llm.L6.vis,3584,0.7524113104212178,0.5250001538414203,0.7013438476645697,0.051067462756648085,39,0.9984430659267223,0.9608772997585413
Effusion,llm.L7.ans,3584,0.7164358019753239,0.5096387803452201,0.6496177770254818,0.06681802494984201,39,0.9983787081965307,0.9100603504421053
Effusion,llm.L7.vis,3584,0.7499486169656319,0.5305424448478508,0.684113127239139,0.06583548972649289,39,0.9986237905686144,0.9634918219747278
Effusion,llm.L8.ans,3584,0.7020537829605242,0.49835174302329155,0.6462565464687182,0.05579723649180601,39,0.9980213266699596,0.907232241128741
Effusion,llm.L8.vis,3584,0.7595720131688255,0.5485468139441864,0.6987696786401281,0.06080233452869743,39,0.9979235552198041,0.9595822680048804
Effusion,llm.L9.ans,3584,0.7037632688224977,0.5400923048521583,0.6536190818353428,0.05014418698715495,39,0.9982372083563356,0.9000383944848457
Effusion,llm.L9.vis,3584,0.7582646687794221,0.5368520968585582,0.6925800989592908,0.06568456982013127,39,0.9982393875119854,0.9589557268929192
Effusion,llm.L10.ans,3584,0.6830845204762931,0.5259432017476385,0.638747864550872,0.04433665592542113,39,0.9983041810733068,0.8920173599952219
Effusion,llm.L10.vis,3584,0.7680855973662349,0.5276569951693794,0.689269031840051,0.07881656552618399,39,0.9985786094081412,0.9608997676422658
Effusion,llm.L11.ans,3584,0.6988068059444325,0.5236100427679149,0.652330105685115,0.046476700259317494,39,0.9975812825057385,0.887680489629223
Effusion,llm.L11.vis,3584,0.7639524937694224,0.5274145410910434,0.6886215311562589,0.07533096261316352,39,0.9981395821832234,0.9613595060478423
